Gains,Multi Day Gains,SMA Gains,Stoch RSI,Single Day Volume,Buy
-0.001,-0.001,0.002,0.7,-0.53,0
0,-0.001,-0.001,0.6,0.629,1
-0.009,-0.009,-0.003,0.6,0.402,0
0.004,-0.005,-0.002,0,-0.556,-1
0.004,0.008,0,0.2,-0.015,0
0.008,0.012,0.005,0.4,0.573,0
-0.001,0.007,0.004,0.8,-0.11,0
0.005,0.004,0.004,0.7,-0.062,0
0,0.005,0.001,1,-0.276,0
-0.004,-0.004,0,1,0.627,0
-0.011,-0.015,-0.005,0.6,0.293,1
-0.018,-0.029,-0.011,0,0.416,0
0.013,-0.005,-0.005,0,-0.243,-1
0.002,0.015,-0.001,0.3,-0.42,1
-0.011,-0.009,0.001,0.4,1.293,0
0.015,0.004,0.002,0.1,-0.174,0
0.006,0.021,0.003,0.4,-0.242,-1
0.006,0.012,0.009,0.5,0.052,0
-0.001,0.005,0.004,0.6,-0.425,0
0.002,0.001,0.002,0.5,0.252,0
-0.014,-0.011,-0.004,0.6,0.598,0
0.006,-0.008,-0.002,0.3,0.159,0
-0.009,-0.004,-0.006,0.4,-0.001,0
-0.005,-0.014,-0.003,0.2,0.132,1
-0.01,-0.015,-0.008,0.2,-0.145,-1
0.014,0.004,0,0,0.077,0
0,0.014,0.001,0.5,-0.262,1
0,0,0.005,0.5,0.266,0
0.009,0.009,0.003,0.5,-0.482,-1
0.004,0.013,0.004,0.8,-0.477,0
-0.001,0.003,0.004,0.9,0.652,0
0.005,0.004,0.003,0.8,-0.092,0
0.001,0.006,0.002,1,-0.108,1
-0.014,-0.013,-0.003,1,1.493,0
0.007,-0.007,-0.002,0.5,-0.026,0
0.016,0.023,0.003,0.7,-0.238,-1
0.003,0.019,0.009,1,-0.165,0
0,0.003,0.006,1,-0.12,0
-0.001,-0.001,0.001,1,0.283,0
-0.002,-0.002,-0.001,1,0.885,0
0.004,0.002,0,0.9,-0.39,0
-0.01,-0.006,-0.003,1,0.691,0
0.003,-0.007,-0.001,0.4,-0.506,0
-0.017,-0.014,-0.008,0.6,1.119,0
0.002,-0.015,-0.004,0,0.033,0
-0.024,-0.022,-0.013,0.1,0.763,1
-0.02,-0.043,-0.014,0,-0.095,-1
0.016,-0.004,-0.009,0,-0.331,1
-0.011,0.004,-0.005,0.3,0.12,0
0.005,-0.006,0.003,0.2,0.475,-1
0.008,0.013,0.001,0.3,-0.37,1
-0.026,-0.018,-0.004,0.4,0.219,0
0.017,-0.009,0,0.1,-0.096,0
0.011,0.028,0.001,0.4,-0.284,-1
0.014,0.025,0.014,0.5,0.182,0
-0.03,-0.016,-0.002,0.8,0.301,0
-0.005,-0.034,-0.007,0.5,0.149,0
0.004,-0.001,-0.01,0.5,-0.557,0
-0.015,-0.012,-0.005,0.6,0.452,1
-0.014,-0.029,-0.008,0.4,0.226,0
0.008,-0.006,-0.007,0.3,0.688,-1
0.018,0.026,0.004,0.2,-0.29,1
0,0.018,0.009,0.6,-0.517,0
0.002,0.002,0.007,0.6,-0.162,0
0.012,0.014,0.005,0.7,0.102,0
-0.001,0.011,0.004,0.9,0.178,-1
0.012,0.011,0.008,0.9,-0.368,0
-0.009,0.003,0.001,1,-0.123,1
-0.022,-0.031,-0.006,0.8,0.945,0
0.02,-0.003,-0.004,0.4,-0.055,0
-0.003,0.017,-0.002,0.8,-0.076,0
0.01,0.007,0.009,0.7,-0.033,-1
0.01,0.02,0.006,0.9,-0.353,0
-0.009,0.001,0.004,1,0.385,0
0.002,-0.006,0.001,0.8,-0.231,0
-0.014,-0.012,-0.007,0.8,0.841,1
-0.002,-0.016,-0.005,0.4,-0.183,0
0.012,0.01,-0.001,0.3,-0.157,0
0.003,0.014,0.004,0.7,-0.077,0
0.007,0.01,0.007,0.8,0.03,-1
0,0.007,0.003,1,-0.209,1
-0.005,-0.005,0.001,1,-0.099,0
0.029,0.024,0.008,0.8,1.401,-1
0.006,0.036,0.01,1,-0.265,0
-0.007,-0.001,0.009,1,-0.096,0
0.003,-0.004,0.001,0.8,-0.193,0
-0.002,0.001,-0.002,0.7,-0.014,1
-0.002,-0.004,0,0.7,0.02,0
0.005,0.003,0,0.6,-0.047,-1
0.006,0.011,0.003,0.7,-0.242,1
-0.003,0.003,0.003,0.9,0.298,-1
0.011,0.008,0.005,0.7,0.111,0
-0.001,0.01,0.002,1,-0.237,1
-0.002,-0.003,0.003,0.9,0.054,0
0.002,0,0,0.8,-0.354,-1
0.012,0.013,0.004,0.9,0.751,1
-0.005,0.006,0.003,1,-0.47,-1
0.009,0.004,0.005,0.6,0.319,0
-0.002,0.008,0.001,1,0.081,1
-0.005,-0.006,0.001,0.8,1.296,-1
0.006,0.001,0,0.5,-0.467,0
-0.008,-0.003,-0.002,0.7,0.294,1
-0.008,-0.016,-0.003,0,0.033,0
0.003,-0.005,-0.004,0,0.301,-1
-0.004,-0.001,-0.003,0.1,-0.315,1
-0.026,-0.03,-0.009,0,1.003,0
0.006,-0.02,-0.008,0,-0.118,-1
0.008,0.014,-0.004,0.1,-0.313,1
-0.002,0.006,0.004,0.3,0.814,0
0.002,0.001,0.003,0.2,-0.273,0
0.012,0.014,0.004,0.3,-0.257,-1
0.003,0.015,0.006,0.5,-0.395,1
-0.007,-0.004,0.003,0.6,0.245,-1
0.01,0.003,0.002,0.5,0.662,0
-0.023,-0.013,-0.007,0.7,0.507,0
0.001,-0.022,-0.004,0.3,-0.005,1
-0.008,-0.006,-0.01,0.4,-0.315,-1
0.013,0.006,0.002,0.2,-0.216,0
-0.027,-0.014,-0.007,0.6,0.725,0
-0.005,-0.032,-0.006,0,0.221,0
-0.014,-0.019,-0.015,0,-0.258,1
-0.01,-0.024,-0.01,0,-0.125,-1
0.03,0.02,0.002,0,-0.214,0
-0.003,0.028,0.006,0.5,0.206,0
-0.014,-0.017,0.004,0.5,0.141,0
0.002,-0.013,-0.005,0.3,0.174,1
-0.014,-0.012,-0.009,0.4,-0.133,-1
0.006,-0.008,-0.002,0.2,0.549,1
-0.02,-0.014,-0.009,0.4,-0.376,-1
0.017,-0.004,0.001,0.1,-0.7,1
-0.022,-0.005,-0.008,0.5,1.758,0
0.011,-0.011,0.002,0.2,0.372,0
0.032,0.044,0.007,0.7,-0.12,0
0,0.032,0.014,1,-0.229,-1
0.01,0.01,0.014,1,0.118,0
-0.007,0.003,0.001,1,-0.343,1
-0.009,-0.015,-0.002,0.9,-0.068,0
0.017,0.008,0,0.7,0.253,0
0.014,0.031,0.007,1,-0.097,0
0,0.014,0.01,1,-0.035,-1
0.008,0.008,0.007,1,-0.168,1
-0.027,-0.02,-0.006,1,1.02,0
0.01,-0.018,-0.003,0.6,0.288,-1
-0.002,0.008,-0.006,0.7,-0.263,0
-0.013,-0.015,-0.002,0.7,-0.33,1
-0.014,-0.027,-0.01,0.4,0.114,0
0.006,-0.009,-0.007,0,0.385,0
0,0.006,-0.003,0.1,-0.19,0
0.006,0.006,0.004,0.1,0.08,0
0.014,0.021,0.007,0.3,-0.32,-1
0.007,0.022,0.009,0.5,-0.688,0
0.002,0.01,0.008,0.7,0.471,0
-0.013,-0.01,-0.001,0.7,0.833,0
-0.003,-0.015,-0.005,0.4,-0.054,0
-0.007,-0.01,-0.008,0.3,-0.071,0
-0.009,-0.016,-0.006,0.2,0.895,0
0,-0.009,-0.005,0,-0.389,0
-0.025,-0.025,-0.011,0,0.857,0
-0.001,-0.025,-0.009,0,0.011,1
-0.016,-0.017,-0.014,0,0.389,0
0.011,-0.006,-0.002,0,-0.075,-1
0.007,0.017,0.001,0.2,0.112,1
-0.008,-0.002,0.003,0.4,-0.204,-1
0.008,0,0.002,0.3,-0.362,0
-0.022,-0.014,-0.007,0.4,0.408,0
-0.009,-0.03,-0.008,0.2,0.579,0
-0.026,-0.034,-0.019,0.1,0.05,0
-0.01,-0.036,-0.015,0,-0.124,1
-0.01,-0.02,-0.015,0,0.251,0
0.024,0.014,0.001,0,0.174,-1
0.008,0.033,0.007,0.6,-0.492,1
-0.014,-0.006,0.006,0.8,0.037,0
0.017,0.002,0.004,0.6,-0.192,-1
0.005,0.022,0.003,1,-0.225,1
-0.007,-0.002,0.005,1,0.982,0
0.018,0.011,0.005,0.9,0.026,-1
0.016,0.035,0.009,1,-0.398,0
-0.013,0.003,0.007,1,-0.397,0
-0.027,-0.039,-0.008,0.9,1.301,0
-0.008,-0.035,-0.016,0.6,-0.126,0
0.007,-0.001,-0.009,0.6,0.186,0
-0.006,0,-0.002,0.6,-0.255,0
0.005,-0.001,0.002,0.6,-0.149,0
0.009,0.014,0.003,0.4,0.361,0
0.01,0.02,0.008,0.6,-0.291,0
-0.009,0.001,0.003,0.8,0.183,0
0,-0.009,0,0.5,-0.284,0
0.003,0.003,-0.002,0.5,-0.058,0
0.003,0.006,0.002,0.6,0.516,1
-0.008,-0.005,-0.001,0.7,-0.086,0
0.006,-0.002,0,0.5,0.022,0
0.013,0.019,0.004,0.9,-0.075,0
0.008,0.02,0.009,1,0.117,-1
-0.001,0.006,0.007,1,-0.207,0
-0.01,-0.011,-0.001,1,0.014,0
-0.022,-0.032,-0.011,0.7,0.479,0
-0.002,-0.025,-0.011,0,-0.25,1
-0.004,-0.006,-0.009,0,0.491,-1
0.006,0.002,0,0,-0.042,0
-0.021,-0.015,-0.006,0.2,-0.084,0
-0.01,-0.031,-0.008,0,0.317,1
-0.013,-0.023,-0.015,0,-0.278,-1
0.036,0.022,0.004,0,0.449,0
-0.009,0.026,0.005,0.6,-0.329,0
0.002,-0.007,0.01,0.5,0.534,0
-0.015,-0.013,-0.007,0.5,0.379,1
-0.01,-0.025,-0.008,0.4,-0.164,-1
0.042,0.031,0.006,0.3,-0.175,1
-0.025,0.016,0.002,1,0.035,0
0.019,-0.007,0.012,0.7,-0.291,0
0.02,0.039,0.005,0.9,-0.148,-1
0.001,0.021,0.013,1,-0.077,0
-0.012,-0.011,0.003,1,0.021,0
-0.003,-0.015,-0.005,0.8,0.143,0
-0.01,-0.013,-0.008,0.8,-0.197,1
0.003,-0.006,-0.003,0.7,-0.079,0
0.035,0.039,0.009,0.6,0.527,0
0.001,0.036,0.013,1,-0.171,0
0.002,0.003,0.013,1,-0.166,0
-0.001,0.001,0.001,1,0.162,-1
0.001,-0.001,0.001,1,-0.246,0
-0.001,-0.001,0,1,-0.034,0
-0.007,-0.008,-0.002,1,0.313,0
0.001,-0.006,-0.002,0.7,-0.014,0
-0.019,-0.018,-0.008,0.7,0.155,1
-0.003,-0.023,-0.007,0,-0.28,0
0.002,-0.001,-0.007,0,0.074,0
0.027,0.029,0.009,0.1,0.098,0
0.001,0.029,0.01,0.9,-0.051,-1
0.01,0.012,0.013,0.9,0.216,0
0.001,0.011,0.004,1,-0.457,0
-0.004,-0.004,0.002,1,0.367,1
-0.002,-0.006,-0.002,0.9,0.192,0
0.004,0.003,-0.001,0.8,0.187,0
0.009,0.014,0.004,0.9,-0.168,-1
0,0.009,0.004,1,-0.446,0
-0.004,-0.004,0.002,1,0.188,1
-0.006,-0.01,-0.003,0.9,0.66,0
0.021,0.015,0.004,0.6,-0.101,-1
0.003,0.024,0.006,1,-0.03,1
-0.005,-0.002,0.006,1,-0.347,-1
0.009,0.004,0.002,0.7,0.513,0
-0.018,-0.009,-0.005,1,0.111,0
-0.003,-0.02,-0.004,0,-0.105,-1
-0.002,-0.004,-0.008,0,-0.144,-1
0.011,0.009,0.002,0,-0.031,0
0,0.011,0.003,0.4,0.076,0
0.002,0.002,0.004,0.4,0.143,0
0.013,0.015,0.005,0.5,-0.082,0
0.001,0.013,0.005,0.9,0.224,0
0.003,0.004,0.006,0.9,-0.189,0
-0.008,-0.005,-0.001,1,0.078,0
-0.017,-0.025,-0.007,0.5,0.415,0
0,-0.017,-0.008,0,-0.324,1
-0.013,-0.013,-0.01,0,0.062,0
0.007,-0.006,-0.002,0,-0.072,0
0.005,0.012,0,0.2,0.077,0
0.005,0.01,0.006,0.3,-0.041,-1
0.003,0.008,0.004,0.4,-0.325,0
-0.01,-0.008,-0.001,0.5,0.543,0
-0.006,-0.016,-0.004,0.2,0.502,1
-0.001,-0.006,-0.006,0.1,-0.093,-1
0.02,0.019,0.004,0.1,-0.036,0
-0.032,-0.013,-0.004,0.5,0.616,0
0.002,-0.03,-0.003,0,-0.406,0
-0.005,-0.003,-0.012,0.1,0.14,1
-0.015,-0.02,-0.006,0,0.091,0
0.004,-0.011,-0.005,0,-0.11,-1
0.013,0.017,0.001,0.1,-0.032,0
0.001,0.013,0.006,0.4,-0.241,0
-0.005,-0.004,0.003,0.4,0.032,0
-0.01,-0.015,-0.005,0.3,0.387,0
0.001,-0.008,-0.005,0.2,0.144,0
-0.016,-0.015,-0.008,0.2,-0.049,0
-0.001,-0.017,-0.005,0,-0.429,1
-0.002,-0.003,-0.006,0,0.619,-1
0.005,0.003,0.001,0,0.077,0
-0.027,-0.023,-0.008,0.2,0.034,1
-0.005,-0.032,-0.009,0,0.019,0
0.004,-0.002,-0.009,0,-0.147,-1
0.003,0.007,0.001,0.1,0.501,0
-0.017,-0.014,-0.003,0.2,-0.259,0
0.001,-0.016,-0.004,0,-0.169,1
-0.01,-0.009,-0.009,0,0.556,-1
0.018,0.007,0.003,0,0.01,0
-0.019,-0.002,-0.004,0.7,-0.104,0
0.004,-0.015,0.001,0.4,0.296,0
-0.012,-0.008,-0.009,0.7,0.102,0
-0.009,-0.021,-0.006,0.5,-0.329,1
-0.014,-0.023,-0.012,0.3,0.557,0
0.025,0.01,0.001,0,-0.26,0
0.01,0.035,0.007,1,0.01,0
0.006,0.016,0.014,1,-0.289,0
0.001,0.007,0.006,1,-0.165,0
0.011,0.012,0.006,1,0.332,-1
0.005,0.017,0.006,1,0.05,0
-0.021,-0.015,-0.002,1,-0.202,0
0,-0.021,-0.005,0.7,-0.119,1
-0.015,-0.015,-0.012,0.7,-0.064,0
0.021,0.006,0.002,0.5,0.274,-1
0.018,0.04,0.008,0.9,0.356,0
-0.013,0.004,0.009,1,-0.218,0
-0.005,-0.018,0,0.8,-0.104,1
-0.009,-0.015,-0.009,0.8,-0.243,0
0.027,0.017,0.004,0.5,0.336,-1
0.004,0.032,0.007,1,-0.167,1
-0.015,-0.011,0.005,1,0.175,0
0.019,0.003,0.003,0.7,0.059,-1
0.01,0.029,0.005,1,-0.044,0
-0.01,0,0.006,1,-0.145,0
-0.006,-0.016,-0.002,0.8,0.203,0
0.008,0.001,-0.003,0.7,-0.066,0
0.005,0.012,0.002,0.8,-0.244,0
-0.014,-0.009,0,0.9,-0.048,1
-0.011,-0.024,-0.007,0.5,0.13,0
0.005,-0.006,-0.007,0.2,0.158,0
0.002,0.006,-0.001,0.4,-0.199,-1
0.014,0.016,0.007,0.4,-0.071,1
-0.02,-0.006,-0.001,0.7,0.025,0
0.003,-0.017,-0.001,0,-0.075,0
0.01,0.013,-0.002,0.1,0.075,-1
0.012,0.022,0.008,0.4,-0.02,0
-0.011,0.001,0.004,0.8,0.129,0
-0.006,-0.017,-0.002,0.5,0.334,0
-0.001,-0.007,-0.006,0.3,-0.002,1
-0.03,-0.031,-0.012,0.2,0.35,0
0.003,-0.027,-0.009,0,-0.149,-1
0.021,0.024,-0.002,0.1,0.258,1
-0.03,-0.01,-0.002,0.6,0.036,0
0.004,-0.026,-0.002,0.1,-0.208,0
0.014,0.019,-0.004,0.1,0.256,-1
0.005,0.019,0.008,0.4,-0.207,1
-0.048,-0.043,-0.01,0.5,0.624,-1
0.017,-0.032,-0.009,0,0.203,1
-0.045,-0.029,-0.025,0.3,0.073,0
0.03,-0.017,0.001,0,0.244,-1
0.04,0.071,0.008,0.4,-0.354,0
-0.023,0.016,0.016,1,-0.501,0
-0.023,-0.045,-0.002,0.7,0.31,1
0.003,-0.02,-0.014,0.5,-0.048,0
0.016,0.019,-0.001,0.5,0.053,-1
0,0.016,0.006,0.8,-0.129,1
-0.078,-0.078,-0.021,0.8,0.607,0
0.041,-0.04,-0.012,0,-0.286,-1
0.001,0.042,-0.012,0.5,0.014,0
-0.036,-0.036,0.002,0.5,0.098,0
-0.014,-0.049,-0.016,0.2,0.264,0
-0.051,-0.064,-0.034,0.1,0.322,0
-0.045,-0.093,-0.037,0,-0.116,0
-0.025,-0.069,-0.04,0,0.343,0
-0.07,-0.093,-0.047,0,-0.263,1
-0.024,-0.092,-0.04,0,0.63,-1
0.145,0.117,0.017,0,-0.477,0
-0.015,0.128,0.035,0.8,0.199,1
-0.098,-0.112,0.011,0.7,-0.113,-1
0.042,-0.061,-0.024,0.5,0.463,1
-0.006,0.035,-0.021,0.8,-0.328,-1
0.06,0.054,0.032,0.7,-0.326,0
-0.03,0.028,0.008,1,0.11,1
-0.054,-0.083,-0.008,0.9,0.448,-1
0.012,-0.044,-0.024,0.7,0.23,0
-0.051,-0.04,-0.031,0.8,-0.14,1
-0.036,-0.084,-0.025,0.6,-0.272,-1
0.117,0.077,0.01,0.6,0.611,0
-0.007,0.109,0.025,1,-0.17,0
0.035,0.027,0.048,1,-0.22,0
0.006,0.04,0.011,1,-0.008,0
0.003,0.008,0.015,1,-0.501,0
0.034,0.037,0.014,1,0.688,0
-0.042,-0.009,-0.002,1,0.118,1
-0.055,-0.095,-0.021,0.8,0.232,-1
0.033,-0.024,-0.021,0.5,-0.204,0
-0.013,0.019,-0.012,0.7,-0.207,0
-0.031,-0.044,-0.004,0.6,0.387,1
-0.044,-0.074,-0.029,0.5,0.086,0
0.062,0.016,-0.004,0.3,0.658,0
-0.05,0.009,-0.011,0.7,-0.283,-1
-0.013,-0.063,0,0.2,-0.232,1
0.019,0.005,-0.015,0.1,0.261,0
-0.064,-0.046,-0.019,0.3,0.066,-1
-0.074,-0.134,-0.04,0,0.458,0
0.054,-0.024,-0.028,0,-0.117,1
0.069,0.127,0.016,0.3,-0.272,0
0.007,0.077,0.043,0.8,-0.132,0
0.039,0.046,0.038,1,-0.185,0
0.013,0.052,0.02,1,-0.68,-1
-0.089,-0.077,-0.012,1,2.127,0
0.038,-0.054,-0.013,0.6,0.269,1
0.024,0.063,-0.009,0.8,0.107,-1
-0.023,0,0.013,0.9,-0.146,0
0.031,0.007,0.011,0.8,0.062,-1
0.035,0.067,0.014,1,-0.125,0
-0.016,0.018,0.017,1,-0.102,0
0.007,-0.01,0.009,0.9,0.068,0
-0.024,-0.017,-0.011,1,-0.079,0
0.012,-0.012,-0.002,0.8,0.137,1
-0.014,-0.002,-0.009,0.8,-0.382,-1
0.047,0.032,0.015,0.6,0.471,0
-0.01,0.037,0.008,1,-0.254,0
-0.019,-0.028,0.006,0.9,0.329,0
-0.004,-0.023,-0.011,0.7,-0.195,0
-0.013,-0.017,-0.012,0.3,-0.191,1
-0.01,-0.023,-0.009,0.1,-0.091,0
0.006,-0.005,-0.006,0,-0.72,0
0.006,0.012,0.001,0.1,0.205,0
-0.003,0.003,0.003,0.2,0.709,0
0.024,0.021,0.009,0.2,0.317,0
0.014,0.038,0.012,0.7,0.153,-1
0.03,0.045,0.023,1,0.173,0
-0.001,0.029,0.014,1,0.056,0
0.007,0.005,0.012,1,0.366,0
-0.03,-0.023,-0.008,1,-0.144,0
0.004,-0.026,-0.006,0.5,-0.061,0
-0.021,-0.017,-0.016,0.6,0.254,0
-0.024,-0.045,-0.014,0.2,-0.16,0
0.002,-0.022,-0.014,0,0.283,1
-0.031,-0.03,-0.018,0,0.222,0
0,-0.031,-0.01,0,0.223,-1
0.008,0.008,-0.008,0,-0.25,1
-0.053,-0.045,-0.015,0.1,0.052,-1
0.043,-0.012,-0.001,0,-0.132,1
-0.015,0.027,-0.008,0.4,0.174,0
0.004,-0.011,0.011,0.3,-0.096,0
0.007,0.011,-0.001,0.3,-0.178,0
0.01,0.017,0.007,0.4,-0.139,-1
0.034,0.044,0.017,0.6,0.205,0
-0.032,0,0.004,0.9,-0.108,1
-0.02,-0.052,-0.006,0.7,0.302,0
-0.003,-0.023,-0.018,0.5,-0.248,0
0.014,0.011,-0.003,0.5,-0.034,0
-0.005,0.009,0.002,0.6,0.16,0
0.015,0.01,0.008,0.6,0.293,0
0.028,0.044,0.013,0.8,-0.123,-1
0.001,0.03,0.015,1,-0.344,0
-0.046,-0.044,-0.006,1,1.234,0
0.006,-0.04,-0.013,0.3,-0.395,0
0.001,0.007,-0.013,0.3,0.446,0
-0.011,-0.01,-0.001,0.3,-0.374,0
-0.043,-0.053,-0.018,0.1,0.629,0
-0.002,-0.045,-0.019,0,-0.242,0
-0.011,-0.013,-0.019,0,-0.127,0
-0.01,-0.02,-0.008,0,0.506,1
-0.036,-0.045,-0.019,0,-0.204,-1
0.038,0.001,-0.003,0,0.123,0
-0.008,0.03,-0.002,0.4,0.084,0
-0.016,-0.024,0.005,0.3,-0.213,0
-0.022,-0.038,-0.015,0.2,0.295,0
-0.045,-0.066,-0.028,0.1,-0.094,1
-0.008,-0.052,-0.025,0,0.041,-1
0.024,0.016,-0.01,0,0.043,0
-0.041,-0.018,-0.008,0.3,0.049,0
0.002,-0.039,-0.005,0.1,0.01,1
-0.012,-0.01,-0.017,0.2,-0.225,-1
0.06,0.047,0.017,0.1,0.069,1
0.007,0.067,0.018,1,-0.122,-1
0.039,0.046,0.035,1,0.149,0
0.008,0.047,0.018,1,-0.176,0
-0.003,0.005,0.015,1,0.069,0
0.031,0.027,0.012,1,-0.011,0
0.022,0.054,0.017,1,0.326,0
-0.012,0.01,0.014,1,-0.095,1
-0.021,-0.033,-0.004,0.9,-0.134,-1
0.072,0.049,0.013,0.7,0.132,0
-0.02,0.051,0.01,1,-0.214,1
0.011,-0.009,0.021,0.9,0.338,-1
0.02,0.031,0.004,0.9,-0.045,0
-0.018,0.002,0.004,1,-0.236,0
-0.035,-0.052,-0.011,0.8,0.006,1
0.009,-0.026,-0.015,0.5,0.124,0
0.019,0.029,-0.002,0.3,0.035,0
0.029,0.049,0.019,0.5,0.263,-1
0.01,0.039,0.019,0.9,-0.402,0
-0.008,0.002,0.01,1,-0.069,1
-0.023,-0.031,-0.007,0.8,-0.022,0
0.011,-0.013,-0.007,0.4,-0.11,0
0.04,0.051,0.009,0.6,0.17,-1
0,0.04,0.017,1,-0.166,1
-0.017,-0.017,0.008,1,0.23,0
0.011,-0.007,-0.002,0.6,-0.094,0
0.015,0.025,0.003,0.8,0.337,-1
0.007,0.021,0.011,1,-0.216,1
-0.042,-0.035,-0.007,1,0.118,-1
0.02,-0.023,-0.005,0.1,-0.612,1
-0.006,0.013,-0.009,0.3,1.984,0
0.01,0.004,0.008,0.2,-0.046,-1
0.015,0.025,0.006,0.4,-0.114,0
-0.009,0.006,0.005,0.6,0.007,1
-0.003,-0.013,0.001,0.4,-0.144,0
0.021,0.018,0.003,0.3,0.256,-1
0,0.022,0.006,0.7,-0.032,0
0.005,0.006,0.009,0.7,-0.217,0
0.034,0.04,0.013,0.8,0.216,1
-0.003,0.03,0.012,1,-0.154,-1
0.017,0.014,0.016,0.9,0.201,1
-0.014,0.003,0,1,0.088,-1
0.023,0.009,0.009,0.7,-0.059,0
-0.019,0.004,-0.003,0.9,-0.171,0
-0.003,-0.022,0,0.5,0.139,1
-0.025,-0.028,-0.016,0.4,-0.045,-1
0.009,-0.017,-0.006,0,-0.035,0
-0.008,0,-0.008,0.1,0.044,0
0.028,0.02,0.01,0,-0.111,0
-0.001,0.027,0.006,0.4,-0.146,0
-0.007,-0.008,0.007,0.4,0.386,0
-0.014,-0.021,-0.007,0.2,-0.094,1
-0.002,-0.016,-0.008,0,-0.356,-1
0.026,0.023,0.003,0,0.417,1
-0.018,0.007,0.002,0.4,0.041,0
0.014,-0.004,0.007,0.1,0.175,0
0.018,0.032,0.005,0.3,-0.105,-1
0.024,0.042,0.019,0.8,0.068,0
0.001,0.025,0.014,1,-0.164,1
-0.013,-0.012,0.004,1,0.019,-1
0.009,-0.003,-0.001,0.7,-0.107,0
0,0.01,-0.001,0.8,0.353,1
-0.004,-0.004,0.002,0.8,-0.161,-1
0.005,0.001,0,0.7,-0.056,0
-0.003,0.003,-0.001,0.8,0.315,0
0.004,0.002,0.002,0.7,-0.07,0
0.003,0.007,0.001,0.8,-0.331,0
-0.023,-0.02,-0.005,0.9,0.216,0
-0.014,-0.036,-0.011,0,0.014,1
-0.001,-0.015,-0.013,0,-0.017,-1
0.007,0.006,-0.003,0,-0.052,0
0.004,0.011,0.003,0.2,0.019,0
-0.03,-0.026,-0.006,0.1,0.168,1
0.001,-0.029,-0.008,0,-0.252,0
0.009,0.009,-0.007,0,0.124,-1
0.022,0.031,0.011,0.2,0.321,0
-0.003,0.019,0.009,0.5,-0.4,0
0.009,0.007,0.009,0.5,0.005,0
-0.008,0.001,-0.001,0.6,0.359,0
0.004,-0.004,0.002,0.5,-0.244,0
-0.027,-0.023,-0.01,0.5,0.227,0
0,-0.027,-0.008,0.2,-0.178,0
-0.019,-0.019,-0.015,0.2,0.129,0
-0.001,-0.02,-0.007,0,0.259,0
0.002,0.001,-0.006,0,-0.34,1
-0.002,0,0,0.1,0.059,0
0.024,0.022,0.008,0,0.253,0
0.006,0.03,0.009,0.6,-0.165,-1
0.029,0.035,0.02,0.8,0.217,0
-0.002,0.028,0.011,1,0.047,0
0.011,0.009,0.013,1,-0.401,0
0.011,0.022,0.007,1,0.185,0
0.005,0.015,0.009,1,0.326,0
0,0.004,0.005,1,-0.099,0
0.022,0.022,0.009,1,0.32,0
0.004,0.026,0.009,1,-0.405,0
0.003,0.007,0.01,1,0.034,0
-0.005,-0.002,0.001,1,0.172,1
-0.002,-0.007,-0.001,0.9,0.041,0
0.01,0.008,0.001,0.9,0.16,0
0.001,0.012,0.003,0.9,-0.081,0
0.016,0.018,0.009,1,-0.152,-1
0.003,0.019,0.007,1,0.005,0
-0.003,0,0.005,1,0.045,1
-0.005,-0.008,-0.002,0.9,0.046,-1
0.013,0.008,0.002,0.5,0.142,0
-0.002,0.011,0.002,0.8,-0.407,1
-0.012,-0.015,0,0.6,0.202,0
0.011,-0.002,-0.001,0,0.393,-1
0.008,0.018,0.002,0.3,-0.194,0
-0.008,0,0.004,0.5,0.131,1
-0.025,-0.032,-0.008,0.1,0.191,0
0.008,-0.017,-0.008,0,-0.27,0
0.009,0.017,-0.003,0.1,0.112,0
0.01,0.019,0.009,0.3,-0.097,-1
0.02,0.03,0.013,0.4,0.29,0
0,0.02,0.01,0.6,-0.148,0
0.002,0.002,0.007,0.7,0.126,1
0,0.002,0.001,0.7,-0.096,0
0.002,0.002,0.001,0.7,0.008,-1
0,0.002,0.001,0.8,-0.251,0
-0.009,-0.009,-0.002,0.9,0.197,0
-0.022,-0.031,-0.01,0.6,0.825,1
-0.004,-0.026,-0.012,0,-0.465,0
0.008,0.004,-0.006,0,-0.164,0
0.014,0.022,0.006,0.2,-0.006,0
0.009,0.023,0.01,0.5,-0.069,0
0.008,0.016,0.01,0.6,0.163,-1
0.01,0.018,0.009,0.8,0.054,0
0,0.01,0.006,0.9,-0.065,0
0.005,0.005,0.005,0.9,-0.018,0
0.004,0.009,0.003,1,0.316,0
0.015,0.019,0.008,1,0.049,0
-0.001,0.014,0.006,1,0.11,0
0.001,-0.001,0.005,1,-0.329,0
-0.003,-0.002,-0.001,0.8,-0.012,0
0.006,0.003,0.001,0.8,-0.058,0
-0.008,-0.003,-0.002,0.8,0.579,0
-0.011,-0.019,-0.004,0.5,0.012,1
-0.005,-0.016,-0.008,0,-0.107,-1
0.018,0.012,0.001,0,-0.42,0
-0.003,0.015,0.003,0.4,0.131,0
-0.004,-0.007,0.004,0.3,0.902,0
-0.025,-0.029,-0.011,0.2,0.108,1
-0.005,-0.029,-0.011,0,-0.203,0
0.015,0.01,-0.005,0,-0.333,0
0.014,0.029,0.008,0.2,0.351,0
0.003,0.017,0.011,0.4,-0.214,0
